Byline,Type,Value,Attribute
Colin Caricato,persName,"Tony Moreno",moreno
Colin Caricato,persName,"Taylor",taylor
Colin Caricato,persName,"Officers",enforcement
Colin Caricato,persName,"William D. Taylor",taylor
Colin Caricato,placeName,"apartment",residence
Colin Caricato,placeName,"404-B South Alvarado Street",address
Colin Caricato,persName,"police",law
Colin Caricato,persName,"murderer",perpatrator
Colin Caricato,persName,"Mr. Taylor",taylor
Colin Caricato,persName,"Tony Moreno",moreno
Colin Caricato,orgName,"Vitagraph",film
Colin Caricato,persName,"Mr. Moreno's",moreno
Colin Caricato,persName,"Mr. Taylor's",taylor
Colin Caricato,eventName,"golf",leisure
Colin Caricato,persName,"Mr. Taylor",taylor
Colin Caricato,eventName,"death",morality
Colin Caricato,placeName,"San Gabriel Country Club",club
Colin Caricato,persName,"Asa Keyes, the Deputy District Attorney",keyes
Colin Caricato,persName,"Mr. Moreno",moreno
Colin Caricato,placeName,"apartment",residence
Colin Caricato,placeName,"Los Angeles Athletic Club",club
Colin Caricato,placeName,"the Ambassador",hotel
Colin Caricato,eventName,"party",party
Colin Caricato,persName,"Mr. Taylor",taylor
Colin Caricato,persName,"Miss Claire Windsor",windsor
Colin Caricato,placeName,"the hotel",hotel
Colin Caricato,persName,"Mr. Taylor",taylor
Colin Caricato,placeName,"in the club",club
Colin Caricato,placeName,"my room",residence
Colin Caricato,persName,"Arthur Hoyt",hoyt
Colin Caricato,persName,"Capt. Robertson",robertson
Colin Caricato,persName,"Mr. Taylor",taylor
Colin Caricato,persName,"Mr. Taylor",taylor
Colin Caricato,persName,"Mr. Hoyt",hoyt
Colin Caricato,persName,"Capt. Robertson",robertson
Colin Caricato,placeName,"Cedar Grove, near Pasadena,",town
Colin Caricato,placeName,"Pasadena",city
Colin Caricato,placeName,"Annandale Country Club",club
Colin Caricato,persName,"Mr. Taylor",taylor
Colin Caricato,placeName,"Lasky studios",studio
Colin Caricato,eventName,"appointment",meeting
Colin Caricato,placeName,"Vitagraph studios",film
Colin Caricato,persName,"Chester Bennett",bennett
Colin Caricato,placeName,"Brunton studios",studio
Colin Caricato,eventName,"The appointment",meeting
Colin Caricato,persName,"Mr. Taylor",taylor
Colin Caricato,placeName,"Lasky lot",lot
Colin Caricato,placeName,"Mt. Lowe",mountain
Colin Caricato,persName,"Mr. Taylor",taylor
Colin Caricato,placeName,"at the club",club
Colin Caricato,persName,"Mr. Hoyt's",hoyt
Colin Caricato,placeName,"room",house
Colin Caricato,eventName,"business appointment",meeting
Colin Caricato,persName,"Mr. Taylor",taylor
Colin Caricato,persName,"Mr. Taylor",taylor
Colin Caricato,eventName,"his trip",travel
Colin Caricato,placeName,"Mt. Lowe",mountain
Colin Caricato,persName,"Mr. Hoyt",hoyt
Colin Caricato,persName,"Mr. Taylor",taylor
Colin Caricato,eventName,"appointment",meeting
Colin Caricato,persName,"Mr. Taylor",taylor
Colin Caricato,persName,"Mr. Hoyt",hoyt
Colin Caricato,placeName,"club dining-room",club
Colin Caricato,eventName,"dinner",meal
Colin Caricato,persName,"Mr. Hoyt",hoyt
Colin Caricato,eventName,"appointment",meeting
Colin Caricato,persName,"Mr. Taylor",taylor
Colin Caricato,persName,"The investigators",enforcement
Colin Caricato,persName,"Mr. Moreno",moreno
Colin Caricato,persName,"slain director",director
Colin Caricato,persName,"Mr. Moreno's",moreno
Colin Caricato,persName,"officers",enforcement
